iso_code,country,continent,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
MYS,Malaysia,Asia,2020,0,,-7.658,-60.703,-9.832,-34.548,-7.181,-88.379,,,,,,,,,56.142,19.047,27.64,50.519,315.751,2768.388,9755.662,,,,,89.602,136.146,45.609,20.303,0,0.935,,1.924,23.452,1.224,0,159.598,,35295.966,-6.521,94.525,-75.332,1079.848,33363.65,4206.446,85.306,,28.578,-14.645,33.397,-65.458,381.522,1409.171,11787.751,731.945,22614.621,12.721,-21.495,4.385,-13.715,50.09,627.292,1547.607,14.694,23.452,724.581,-17.718,5.065,-12.458,57.858,1787.63,,,0,,0,0,0,0,0,0.586,-13.634,33.489,-60.393,382.573,28.887,11820.236,316.838,9789.239,,59.458,0.572,0.416,0.027,4.748,,1.206,146.689,4931.027,32365998,1142.389,724.581,14.694,-17.718,5.065,-12.458,57.858,1787.63,0.767,68.623,0.264,1.229,3.021,37.831,93.334,0,,0,0,0,0,0
DEU,Germany,Europe,2020,-17.707,-58.528,-15.636,-8.335,0,,-7.204,-261.163,8.606,588.06,22.089,1.167,7.104,39.264,468.636,311,24.315,-17.942,15.226,-111.996,512.222,1661.536,6113.613,272,3246.445,553.65,49.27,139.21,256.19,96.95,19.49,64.98,20.03,0.36,49.63,251.36,50.32,131.92,572.53,,40152.984,-9.231,75.704,-259.008,2546.819,30397.461,3057.746,44.747,,16.934,-2.415,25.726,-21.416,865.455,1157.143,10329.615,44.973,536.768,3.404,-8.061,1.366,-4.031,45.97,232.622,548.672,55.253,316.34,3775.664,-0.263,24.296,-2.155,817.359,9755.555,-3.41,-18.88,11.35,-14.567,4.721,-27.079,158.814,775.566,1895.513,3.499,-9.701,34.753,-125.597,1169.14,239.067,13954.232,,,4.297,592.357,0.421,3.727,0.526,125.368,0.063,8.669,1496.328,6833.41,83783944,3364.175,3000.097,43.903,3.934,19.575,24.924,658.545,7860.042,8.789,8.67,3.711,9.96,124.836,600.592,1489.98,23.042,3.646,9.604,11.366,323.107,1574.526,3856.427
IRL,Ireland,Europe,2020,,,,,,,-7.258,-13.37,2.717,172.142,,,,,,290,2.141,-26.006,5.085,-3.053,8.687,135.688,1759.386,,,31.14,0.85,0.67,18.03,15.67,0.93,0,1.69,0,0.85,13.26,0.02,11.46,31.29,,34600.01,-11.251,79.411,-17.199,135.672,27476.222,3651.427,57.622,,50.08,-0.196,31.054,-0.104,53.055,3173.481,10744.609,,,2.972,4.894,1.348,0.107,2.303,188.343,466.365,42.378,13.26,2685.409,13.695,19.411,3.995,33.163,6716.197,-0.482,-0.15,0,,0,0,0,0,0,5.401,-15.962,43.272,-14.042,73.93,342.258,14972.227,,,0,172.142,9.086,1.347,0.192,2.302,0,2.717,466.135,6336.835,4937796,170.848,2685.409,42.378,13.695,19.411,3.995,33.163,6716.197,0.064,-0.367,0.031,0,0.053,4.05,10.667,36.625,14.895,16.685,3.696,28.506,2320.874,5773.031
JPN,Japan,Asia,2020,1.802,0.088,0,,0,,-7.291,-372.017,4.89,364.154,,,,,,,29.09,-6.747,26.861,-91.93,1270.664,2166.144,10046.649,4.981,39.385,941.776,46.057,273.966,651.152,294.554,84.946,43.026,82.632,21.519,67.576,247.598,84.451,10.625,941.776,,37402.909,-8.014,87.067,-358.825,4118.781,32565.59,5148.402,69.141,,31.276,-3.424,22.073,-37.024,1044.187,2328.922,8255.989,,,9.02,4.906,4.044,8.947,191.297,671.634,1512.51,30.859,290.624,2297.85,-2.085,12.836,-12.931,607.209,4800.968,0,0,4.569,-34.729,2.243,-56.444,106.085,340.192,838.773,8.774,-11.303,38.133,-229.871,1803.926,653.337,14262.952,,,170.142,534.296,8.043,1.819,6.404,86.03,2.285,7.175,680.205,7446.252,126476464,4730.588,1957.658,26.291,9.509,10.593,43.513,501.124,3962.195,8.967,14.339,4.325,25.656,204.58,667.723,1617.533,1.128,14.999,0.406,2.506,19.218,84.004,151.947
COL,Colombia,South America,2020,-40,-269.524,0.488,0.644,-11.553,-62.686,-7.41,-39.289,1.806,26.355,-10.614,1.759,-1.025,8.633,169.67,,10.637,31.739,15.171,17.944,74.481,155.236,1463.777,404.286,7945.431,74.537,1.341,7.899,23.332,14.616,49.387,0,0.817,0,1.341,50.926,0.191,0.007,74.257,,9648.333,-3.349,74.805,-12.725,367.244,7217.442,458.541,31.42,,19.683,3.566,28.366,4.795,139.259,287.245,2736.863,132.583,2605.649,66.508,-19.047,22.108,-25.537,108.537,970.602,2133.076,68.58,50.926,1000.84,-17.679,25.195,-26.564,123.691,2430.899,0.375,0.28,0,,0,0,0,0,0,1.101,-18.767,31.268,-35.464,153.503,16.061,3016.801,479.926,9431.982,0,26.355,-0.578,1.224,-0.035,6.007,0,1.806,118.048,1459.38,50882884,490.935,1000.84,68.58,-17.679,25.195,-26.564,123.691,2430.899,0.257,36.21,0.09,0.118,0.443,3.749,8.699,0.009,-54.335,0.015,-0.085,0.072,0.133,1.407
BGR,Bulgaria,Europe,2020,-20.407,-11.575,0,,0,,-7.438,-15.4,4.573,263.368,,,,,,364,33.008,-19.285,24.879,-11.393,47.681,1901.145,6862.111,45.147,6497.423,36.61,1.83,13.21,15.74,2.13,2.94,16.48,0.4,0,1.83,7.8,1.55,1.48,40.02,,27581.901,-10.939,67.52,-15.894,129.402,18623.199,2265.255,39.33,,5.322,3.171,15.239,0.898,29.206,306.543,4203.318,,,7.346,-0.86,3.799,-0.063,7.281,423.116,1047.828,60.67,24.28,3494.307,1.336,31.57,0.798,60.504,8707.5,-9.314,-3.41,41.179,0.107,21.413,0.044,41.038,2371.754,5906.134,1,-9.322,27.401,-5.399,52.515,57.567,7557.77,,,0,263.368,6.871,2.528,0.312,4.846,0,4.573,697.388,5759.562,6948445,191.651,1122.553,19.49,4.029,10.157,0.754,19.465,2801.366,3.873,3.419,1.927,0.122,3.694,223.071,531.64,3.698,11.755,1.902,0.383,3.645,212.997,524.51
USA,United States,North America,2020,-25.012,-992.731,-1.652,-153.666,-4.695,-408.384,-7.483,-1972.603,1.384,169.348,-10.623,1.423,-41.26,347.152,1048.789,,19.107,-18.859,10.482,-594.133,2556.327,2337.762,7722.986,2976.323,8991.84,4094.409,56.055,773.806,2431.99,1629.237,285.79,789.919,28.947,16.93,72.985,827.938,132.63,336.533,4049.847,,73677.319,-9.299,81.663,-2041.786,19915.511,60167.225,7347.341,60.051,,40.23,-2.027,34.117,-172.182,8320.194,4922.126,25136.358,9146.21,27631.831,7.057,0.753,2.92,5.32,712.2,863.406,2151.644,39.949,1617.857,4887.746,1.571,18.337,69.181,4471.896,13510.152,1.088,44.563,19.505,-2.767,8.412,-58.367,2051.396,2386.442,6197.52,0.715,-12.366,37.064,-1275.47,9038.974,87.453,27307.882,8289.033,25042.194,51.149,220.496,-0.361,0.777,-0.687,189.538,0.418,1.802,572.617,12235.088,331002656,24387.388,2501.304,20.444,5.563,9.925,127.547,2420.501,7312.632,3.275,23.621,1.355,63.156,330.522,400.693,998.548,8.31,13.65,3.449,101.018,841.089,1016.709,2541.033
AUT,Austria,Europe,2020,,,,,,,-7.598,-31.604,6.205,476.328,-11.292,1.351,-0.661,5.191,576.355,80,0.839,-21.546,6.742,-7.116,25.912,64.399,2877.034,,,71.34,4.29,0.58,14.56,10.58,42.22,0,3.4,0,4.29,54.58,1.3,6.77,69.14,,42676.308,-11.244,63.608,-30.973,244.483,27145.484,1616.628,21.059,,15.302,-4.19,22.186,-3.729,85.275,1174.72,9468.296,,,61.065,0.86,26.287,0.862,101.038,4687.778,11218.459,78.941,54.58,6060.135,-0.449,36.392,-0.632,139.877,15530.859,3.084,2.2,0,,0,0,0,0,0,4.918,-13.119,34.68,-20.127,133.296,377.509,14800.154,,,0,476.328,10.313,3.372,1.212,12.962,0,6.205,1439.221,7676.763,9006400,384.36,6060.135,78.941,-0.449,36.392,-0.632,139.877,15530.859,1.88,-6.895,1.021,-0.291,3.924,144.342,435.706,9.792,-9.471,4.361,-1.754,16.762,751.688,1861.118
ARE,United Arab Emirates,Asia,2020,,,-4.472,-25.95,-8.265,-173.542,-7.962,-100.689,,,,,,,,,0,30.998,2.588,7.128,30.123,0,3045.695,,,,,0,131.198,131.195,0,1.624,0.003,,0.006,5.559,5.553,0,138.381,,117685.602,-8.616,98.478,-108.072,1146.237,115893.946,13265.196,94.809,,94.807,-2.626,59.813,-18.774,696.195,13264.888,70391.055,554.32,56046.249,0,,0,0,0,0,0,5.191,7.183,726.251,71.419,1.522,7.383,17.721,1791.75,,,1.173,,0.344,4.006,4.006,164.179,405.049,0.002,-18.675,36.077,-96.426,419.918,0.308,42457.196,1926.187,194753.198,,0.607,-0.374,0.001,0,0.015,,0.004,1.497,13991.447,9890400,1163.958,562.072,4.017,32.667,1.178,3.377,13.715,1386.702,4.013,32.715,1.177,3.377,13.7,561.466,1385.205,0,,0,0,0,0,0
MKD,North Macedonia,Europe,2020,,,,,,,-8.109,-2.497,1.136,28.799,,,,,,,54.356,-16.228,35.257,-1.933,9.977,1377.57,4788.747,,,7.61,0.06,2.87,3.89,0.96,1.19,0,0.06,0,0.06,1.39,0.02,0.12,5.28,,13582.355,-10.224,87.138,-2.808,24.657,11835.335,1867.159,73.674,,18.182,14.243,11.463,0.404,3.244,460.79,1556.919,,,22.538,9.348,11.135,0.269,3.151,571.187,1512.383,26.326,1.39,667.185,9.349,12.859,0.311,3.639,1746.522,30.618,2.33,0,,0,0,0,0,0,1.136,-10.064,40.418,-1.28,11.437,28.799,5489.669,,,0,28.799,3.602,0.5,0.005,0.141,0,1.136,67.852,2534.344,2083379,28.297,667.185,26.326,9.349,12.859,0.311,3.639,1746.522,0.379,0.963,0.205,0.001,0.058,9.6,27.872,2.273,14.39,1.019,0.036,0.288,57.599,138.414
DZA,Algeria,Africa,2020,,,-6.321,-54.959,-10.465,-78.293,-8.149,-56.646,,,,,,,,,,0,0.752,0,4.803,,109.534,,,,,,,,0.05,0,,,0,0.658,0.6,0.008,78.769,,14560.575,-8.128,99.746,-56.346,636.874,14523.566,,,,,-4.563,67.473,-20.598,430.815,,9824.517,814.564,18575.698,0.063,-67.226,0.019,-0.253,0.123,1.14,2.813,0.835,0.658,15.005,-15.625,0.254,-0.301,1.623,37.02,,,0,,0,0,0,0,0,,-15.083,31.52,-35.748,201.255,,4589.515,669.865,15275.913,,0,,0,0,0,,0,0,1796.286,43851044,638.496,15.005,0.835,-15.625,0.254,-0.301,1.623,37.02,0.762,-2.797,0.232,-0.043,1.48,13.683,33.757,0.01,-20.202,0.003,-0.005,0.02,0.182,0.45
LVA,Latvia,Europe,2020,,,,,,,-8.295,-3.646,15.078,461.244,,,,,,120,0,-43.904,0.647,-0.204,0.261,0,138.351,,,7.4,0.87,0,2.18,2.18,2.58,0,0,0,0.87,3.59,0,0.14,5.77,,21369.546,-13.438,76.459,-4.784,30.819,16338.985,1155.762,37.782,,37.782,-18.195,26.625,-2.387,10.732,1155.762,5689.679,,,44.714,23.102,15.939,1.206,6.424,1367.828,3405.99,62.218,3.59,1903.296,14.68,22.489,1.16,9.065,4805.796,22.027,1.63,0,,0,0,0,0,0,0,-9.961,49.187,-2.193,19.826,0,10510.955,,,0,461.244,-4.488,5.442,-0.103,2.193,0,15.078,1162.876,3059.057,1886202,40.307,1903.296,62.218,14.68,22.489,1.16,9.065,4805.796,0,-0.357,0.019,0,0.008,0,4.109,2.426,15.161,1.089,0.058,0.439,74.223,232.821
CHE,Switzerland,Europe,2020,,,,,,,-8.357,-27.306,4.807,381.415,,,,,,,0,0,0.353,0,1.058,0,122.285,,,61.413,3.301,0,0.661,0,37.287,23.283,0.661,0,3.301,44.728,3.974,0.167,68.673,,34596.661,-14.206,45.413,-22.516,135.976,15711.424,76.431,0.963,,0,-5.138,10.79,-1.75,32.308,0,3733.081,,,54.296,-0.209,31.058,-0.194,92.996,4308.297,10745.203,99.037,68.011,7858.361,-2.864,53.902,-4.759,161.395,18648.404,-11.822,-7.26,33.905,-9.393,18.943,-5.88,56.719,2690.286,6553.627,0.963,-16.832,34.269,-20.766,102.61,76.431,11856.058,,,0,381.415,3.892,1.6,0.179,4.79,0,4.807,553.483,7934.792,8654618,299.421,5168.075,65.132,1.082,34.959,1.12,104.676,12094.777,5.786,20.004,2.162,1.079,6.472,459.124,747.813,0.242,15.574,0.14,0.056,0.418,19.24,48.278
LKA,Sri Lanka,Asia,2020,,,,,,,-8.577,-8.513,,,,,,,,,,7.331,20.327,1.26,18.443,,861.3,,,,,,,,4.976,0,,,0.093,6.109,0.4,0.64,16.854,,4237.282,-11.29,83.389,-9.629,75.662,3533.419,,,,,,0,0,0,,0,,,29.525,2.367,13.531,0.284,12.277,232.391,573.336,36.247,6.109,285.299,8.003,16.611,1.117,15.072,703.866,,,0,,0,0,0,0,0,,-15.988,63.062,-10.889,57.219,,2672.118,,,,4.33,-0.367,0.252,-0.001,0.229,,0.55,10.683,787.092,21413250,90.734,285.299,36.247,8.003,16.611,1.117,15.072,703.866,2.374,6.78,1.088,0.063,0.987,18.687,46.104,3.798,95.426,1.74,0.771,1.579,29.89,73.743
ITA,Italy,Europe,2020,,,-16.133,-7.456,26.724,13.298,-9.058,-162.21,7.05,323.841,41.537,0.813,3.888,13.247,219.097,221,5.084,-25.944,3.526,-20.116,57.419,233.536,949.668,,,309.92,19.58,14.12,159.9,130.04,47.49,0,15.74,6.03,25.61,117.82,25.88,18.84,277.72,,26935.966,-11.229,81.461,-167.813,1326.681,21942.456,2644.644,57.576,,46.824,-4.42,41.546,-31.29,676.617,2150.779,11190.816,38.757,641.015,17.1,0.364,7.074,0.418,115.207,785.454,1905.444,42.424,117.82,1948.668,1.891,18.539,5.602,301.918,4993.531,10.39,32.2,0,,0,0,0,0,0,5.668,-16.417,36.39,-116.407,592.645,260.33,9801.973,63.058,1042.935,99.732,423.573,-0.3,3.886,-0.191,63.293,2.171,9.222,1046.832,4593.311,60461828,1628.598,1948.668,42.424,1.891,18.539,5.602,301.918,4993.531,9.319,9.156,3.932,5.371,64.03,428.039,1059.009,6.784,-7.762,2.833,-3.883,46.141,311.602,763.15
PHL,Philippines,Asia,2020,,,,,,,-9.431,-52.791,0.51,4.572,,,,,,,50.017,-0.584,39.877,-1.187,202.152,448.648,1844.775,,,98.293,0.501,49.163,76.808,16.915,7.702,0,10.729,10.937,11.438,21.484,1.34,1.004,98.293,,4626.2,-10.136,88.463,-50.583,448.458,4092.476,700.925,78.142,,17.209,-8.851,7.58,-3.732,38.428,154.364,350.684,,,7.836,-10.715,3.5,-2.129,17.744,70.286,161.922,21.858,21.484,196.06,-2.336,10.516,-1.275,53.312,486.506,0,0,0,,0,0,0,0,0,10.916,-18.011,41.006,-45.665,207.877,97.913,1897.017,,,99.806,104.378,2.067,5.849,0.601,29.649,11.127,11.636,270.571,896.985,109581088,506.944,196.06,21.858,-2.336,10.516,-1.275,53.312,486.506,1.364,9.749,0.668,0.301,3.386,12.232,30.903,1.022,-1.822,0.5,-0.047,2.532,9.164,23.11
CZE,Czechia,Europe,2020,-24.06,-37.592,,,,,-9.465,-44.654,6.671,505.183,,,,,,399,39.125,-18.765,31.808,-31.381,135.855,2962.933,12686.066,118.653,11079.722,70.95,5.41,31.73,40.53,5.88,2.17,30.03,2.92,0.04,5.45,10.54,2.21,0.71,81.1,,39882.98,-12.092,75.761,-44.51,323.579,30215.662,3784.673,49.975,,7.25,1.651,19.813,1.374,84.624,549.072,7902.135,,,2.676,6.296,1.237,0.313,5.285,202.634,493.54,50.025,40.57,3788.409,-0.519,23.226,-0.517,99.202,9263.415,-14.306,-10.15,37.028,-1.036,17.354,-0.776,74.12,2804.188,6921.339,3.6,-12.332,24.139,-14.503,103.1,272.668,9627.461,,,3.735,508.919,0.843,2.941,0.105,12.562,0.049,6.72,1173.02,7573.082,10708982,427.106,984.221,12.996,1.041,5.872,0.258,25.081,2342.077,2.725,-2.669,1.29,-0.151,5.509,206.369,514.459,0.875,-0.495,0.404,-0.009,1.725,66.299,161.058
PRT,Portugal,Europe,2020,,,,,,,-9.591,-27.48,7.525,383.457,-11.498,1.121,-0.377,2.903,284.729,204,5.004,-53.696,2.595,-7.796,6.722,254.984,659.273,,,53.42,3.91,2.6,21.74,17.72,12.23,0,1.42,0.22,4.13,30.22,1.56,12.3,51.96,,25404.71,-16.05,69.801,-34.568,180.815,17732.698,2132.061,41.84,,34.103,-2.3,23.139,-1.411,59.939,1737.816,5878.277,,,23.537,40.546,11.847,8.853,30.689,1199.407,3009.651,58.16,30.22,2963.702,9.964,30.199,7.088,78.229,7672.033,2.733,1.46,0,,0,0,0,0,0,2.733,-18.178,44.067,-25.361,114.154,139.261,11195.148,,,21.576,405.033,12.362,3.842,1.095,9.952,0.423,7.948,976.038,5095.763,10196707,259.044,2963.702,58.16,9.964,30.199,7.088,78.229,7672.033,3.002,25.746,1.614,0.856,4.182,152.991,410.11,23.672,-9.866,11.775,-3.339,30.503,1206.272,2991.505
NZL,New Zealand,Oceania,2020,-8.355,-1.856,,,,,-9.624,-24.861,1.421,126.138,,,,,,,7.691,-4.547,7.293,-0.811,17.027,682.908,3530.882,20.363,4222.816,42.819,0.608,3.293,8.083,3.762,24.186,0,1.028,7.51,8.118,34.736,0.145,2.287,42.819,,48413.68,-12.79,62.67,-21.457,146.312,30341.079,1676.096,18.876,,8.785,-6.966,19.535,-3.415,45.606,780.097,9457.467,,,56.485,-5.615,25.605,-3.557,59.778,5015.551,12396.374,81.124,34.736,7203.368,-3.754,37.312,-3.398,87.109,18064.134,0,0,0,,0,0,0,0,0,2.4,-17.076,35.843,-17.231,83.679,213.091,17352.731,,,1557.404,1683.542,-0.068,9.105,-0.014,21.256,17.539,18.96,4407.977,8879.464,4822233,233.462,7203.368,81.124,-3.754,37.312,-3.398,87.109,18064.134,0.338,24.055,0.169,0.077,0.395,30.05,81.931,5.341,1.734,2.433,0.097,5.68,474.226,1177.852
KWT,Kuwait,Asia,2020,,,-16.481,-29.541,-9.229,-153.896,-9.671,-44.816,,,,,,,,,,-82.232,0.086,-1.661,0.359,,84.02,,,,,,,,0,0,,,0,0.171,0.153,0.018,74.928,,98021.053,-9.679,99.899,-44.815,418.184,97922.496,,,,,-10.407,49.319,-23.982,206.452,,48343.085,149.705,35055.026,0,,0,0,0,0,0,0.228,0.171,39.98,-0.367,0.101,-0.002,0.421,98.635,,,0,,0,0,0,0,0,,-8.316,50.495,-19.172,211.373,,49495.391,1513.612,354429.093,,0,,0,0,0,,0,0,17545.166,4270563,418.605,39.98,0.228,-0.367,0.101,-0.002,0.421,98.635,0.204,-0.367,0.09,-0.001,0.378,35.877,88.514,0.023,-0.368,0.01,0,0.043,4.103,10.121
FRA,France,Europe,2020,,,,,,,-10.011,-268.976,1.599,129.762,-10.018,1.272,-3.424,30.757,471.204,56,0.646,-27.743,2.224,-20.65,53.783,52.395,823.965,,,484.79,8.47,3.42,49.83,35.97,61.71,355.39,10.44,0.61,9.08,124.38,13.26,40.33,529.6,,37040.828,-13.011,49.809,-180.129,1204.267,18449.548,763.403,9.409,,6.792,-6.87,16.818,-29.998,406.623,551.066,6229.528,,,11.652,9.014,6.255,12.506,151.243,945.406,2317.058,90.591,479.77,7350.148,-6.822,50.191,-88.847,1213.52,18591.31,-9.243,-44.81,67.105,-11.648,36.105,-115.091,872.949,5444.628,13373.708,1.971,-14.826,30.766,-129.482,743.86,159.942,11396.056,,,9.345,139.107,-1.746,1.081,-0.465,26.14,0.115,1.715,400.466,8113.551,65273512,2417.785,1905.52,23.486,8.349,14.086,26.244,340.571,5217.601,2.504,10.891,1.334,3.168,32.257,203.145,494.184,7.615,16.869,4.143,14.459,100.175,617.862,1534.689
GBR,United Kingdom,Europe,2020,-22.762,-3.992,-0.152,-0.602,-7.114,-42.87,-10.774,-231.254,12.392,561.235,-4.11,0.955,-0.784,18.287,269.379,209,1.73,-11.021,2.808,-6.66,53.769,78.367,792.051,13.548,199.563,325.02,38.1,5.32,124.68,111.15,6.69,50.84,8.21,0,38.1,131.94,13.32,73.83,307.46,,28211.222,-14.694,75.268,-248.295,1441.49,21233.979,1836.608,40.552,,36.151,-6.219,37.854,-48.079,724.955,1637.304,10679.009,394.75,5814.901,2.176,8.765,0.835,1.288,15.984,98.548,235.453,59.448,182.78,2692.455,3.732,24.732,17.042,473.659,6977.266,5.403,17.56,16.535,-10.84,6.477,-15.081,124.043,748.902,1827.221,2.67,-22.603,34.606,-193.557,662.765,120.938,9762.919,559.77,8245.729,0,561.235,5.186,5.077,4.793,97.225,0,12.392,1432.177,4529.063,67886008,1915.147,1943.552,42.913,10.118,18.255,32.123,349.616,5150.045,4.332,-1.271,1.649,-0.406,31.582,196.211,465.214,24.013,17.094,9.74,27.232,186.539,1087.558,2747.822
QAT,Qatar,Asia,2020,,,-0.456,-7.854,-2.332,-21.069,-11.076,-59.226,,,,,,,,,,,0,0,0,,0,,,,,,,,0,0,,,0.115,0.123,0.008,0,50.535,,165044.292,-11.082,99.936,-59.225,475.199,164938.918,,,,,-4.653,73.568,-17.072,349.819,,121420.492,1713.187,594637.811,0,,0,0,0,0,0,0.244,0.123,42.765,-0.37,0.064,-0.001,0.304,105.507,,,0,,0,0,0,0,0,,-25.161,26.368,-42.153,125.379,,43518.426,882.398,306275.309,,39.862,-0.367,0.06,-0.001,0.283,,0.227,98.344,17540.406,2881060,475.503,42.765,0.244,-0.37,0.064,-0.001,0.304,105.507,0.017,-0.402,0.004,0,0.021,2.903,7.164,0,,0,0,0,0,0
ESP,Spain,Europe,2020,14.658,2.694,0,,0,,-11.138,-173.11,2.461,138.809,-27.889,1.017,-5.434,14.049,300.491,172,2.825,-53.535,1.464,-23.298,20.221,159.342,432.491,21.071,450.67,267.03,6.49,7.45,90.19,68.27,31.68,58.23,14.47,0.02,6.51,115.33,20.71,56.43,263.75,,29540.995,-16.923,69.291,-194.951,957.042,20469.391,1929.001,34.195,,25.884,-9.899,23.468,-35.611,324.134,1460.172,6932.65,,,12.011,21.829,4.911,12.155,67.835,677.578,1450.87,65.805,173.56,3712.134,5.429,30.709,21.841,424.142,9071.628,1.228,3.28,22.078,-0.488,10.397,-0.704,143.603,1245.434,3071.409,5.486,-18.17,44.36,-136.043,612.686,309.487,13104.251,,,0.428,139.237,14.785,1.16,2.064,16.022,0.008,2.468,342.691,5641.134,46754780,1381.183,2466.7,43.727,8.739,20.311,22.545,280.539,6000.219,7.852,37.202,3.716,13.918,51.329,442.949,1097.842,21.395,-0.12,9.507,-0.158,131.303,1206.935,2808.325
IDN,Indonesia,Asia,2020,-8.704,-367.529,-6.556,-44.31,-4.666,-20.72,-11.782,-283.195,,,2.796,2.874,1.658,60.944,222.811,,65.723,-4.638,42.65,-43.986,904.393,661.255,3306.455,3855.071,14094.106,,,180.869,238.91,51.276,19.454,0,6.764,,15.882,36.282,0.473,0.473,275.197,,7752.6,-13.083,92.905,-296.543,1970.065,7202.54,873.452,86.814,,18.633,-5.446,19.584,-23.92,415.283,187.466,1518.273,631.525,2308.849,7.069,17.146,2.263,7.025,47.996,71.125,175.474,13.184,36.282,132.647,9.735,7.095,13.347,150.456,550.067,,,0,,0,0,0,0,0,2.458,-26.01,30.671,-228.637,650.387,24.731,2377.812,423.299,1547.579,,58.065,10.302,1.848,3.66,39.183,,5.771,143.254,1006.118,273523616,2120.519,132.647,13.184,9.735,7.095,13.347,150.456,550.067,0.172,772.136,0.055,1.032,1.166,1.728,4.264,0.172,-2.292,0.055,-0.027,1.166,1.728,4.264
TTO,Trinidad and Tobago,North America,2020,,,-14.744,-50.956,-6.188,-2.634,-12.247,-24.181,,,,,,,,,,,0,0,0,,0,,,,,,,,0,0,,,0,0.005,0.005,0,9.04,,123799.685,-12.248,99.993,-24.181,173.245,123791.55,,,,,-13.46,87.277,-23.519,151.214,,108049.19,294.653,210542.72,0,,0,0,0,0,0,0.052,0.005,3.338,-0.24,0.007,0,0.012,8.237,,,0,,0,0,0,0,0,,-2.915,12.716,-0.662,22.031,,15742.36,39.936,28535.762,,0,,0,0,0,,0,0,6459.674,1399491,173.257,3.338,0.052,-0.24,0.007,0,0.012,8.237,0.052,-0.24,0.007,0,0.012,3.338,8.237,0,,0,0,0,0,0
DNK,Denmark,Europe,2020,,,-56.919,-18.229,-29.842,-17.413,-12.77,-24.008,18.365,915.023,,,,,,117,11.642,-14.092,5.541,-1.49,9.086,580.09,1568.715,,,35.06,5.3,3.36,5.66,1.32,0.02,0,0.98,0,5.3,23.2,1.24,16.64,28.86,,28313.54,-17.566,64.13,-22.411,105.171,18157.35,977.176,19.612,,4.574,-19.802,14.171,-5.738,23.24,227.893,4012.228,13.797,2381.983,0.069,-4.16,0.025,-0.002,0.041,3.453,7.054,80.388,23.2,4005.384,-2.356,34.343,-1.359,56.322,9723.755,17.684,6.2,0,,0,0,0,0,0,3.396,-17.247,44.418,-15.182,72.845,169.193,12576.406,40.937,7067.668,0,915.023,-14.687,7.94,-2.242,13.021,0,18.365,2248.013,4982.56,5792203,163.998,4005.384,80.388,-2.356,34.343,-1.359,56.322,9723.755,4.297,22.185,1.777,0.529,2.914,214.081,503.167,57.658,0.888,24.601,0.355,40.346,2872.827,6965.521
